"","translatedText","detectedSourceLanguage","text"
"23789","Ohio Sweet Cider, per glass","en","Ohio Sweet Cider, per glass"
"23790","Hunyadi Janos, Glass","hu","Hunyadi Janos, Glass"
"23791","""Rickey"" Washington's famous lime drink, glass","en","""Rickey"" Washington's famous lime drink, glass"
"23792","Sinew Soup","en","Sinew Soup"
"23793","White Rock Ozonate Lithia Water","en","White Rock Ozonate Lithia Water"
"23794","Green Tea, pot","ro","Green Tea, pot"
"23795","Kelley's Island Dry Catawba","en","Kelley's Island Dry Catawba"
"23796","Kelley's Island Sweet Catawba","en","Kelley's Island Sweet Catawba"
"23797","Cal. Riesling","en","Cal. Riesling"
"23798","Cal. Burgundy","en","Cal. Burgundy"
"23799","Horse. Angelica","ro","Cal. Angelica"
"23800","Bent's Water Biscuits","en","Bent's Water Biscuits"
"23801","Pilot Biscuit","en","Pilot Biscuit"
"23802","Chateaux Margaux","fr","Chateaux Margaux"
"23803","Castles Yquem","fr","Chateaux Yquem"
"23804","Cambertin","en","Cambertin"
"23805","Hochheimer from P.J. Valckenburg, Worms, on the Rhine","en","Hochheimer from P.J. Valckenburg, Worms, on the Rhine"
"23806","Salmis of Duck & Croutons","ht","Salmis of Duck & Croutons"
"23807","Rudesheimer Berg from P.J. Valckenburg, Worms, on the Rhine","en","Rudesheimer Berg from P.J. Valckenburg, Worms, on the Rhine"
"23808","Hattanheimer from P.J. Valckenburg, Worms, on the Rhine","en","Hattanheimer from P.J. Valckenburg, Worms, on the Rhine"
"23809","Rauenthaler from P.J. Valckenburg, Worms, on the Rhine","en","Rauenthaler from P.J. Valckenburg, Worms, on the Rhine"
"23810","Zeltinger from P.J. Valckenburg, Worms, on the Rhine","en","Zeltinger from P.J. Valckenburg, Worms, on the Rhine"
"23811","Stewed chicken, Indienne","es","Pollo guisado, a la Indienne"
"23812","Josephshoefer from P.J. Valckenburg, Worms, on the Rhine","en","Josephshoefer from P.J. Valckenburg, Worms, on the Rhine"
"23813","Chicken (Marengo style)","es","Pollo (a la Marengo)"
"23814","Sausages (from Vienna)","es","Salchichas (de Viena)"
"23815","Beef (a la Jardinera)","es","Carne de Ternera (a la Jardinera)"
"23816","Cotuits (in season)","en","Cotuits (in season)"
"23817","Chicken Tamales, from Armor","es","Tamales de Pollo, de Armour"
"23818","Asparagus (hot or cold)","es","Esparragos (frios o calientes)"
"23819","Stewed pea","es","Chicharo guisado"
"23820","Shrewsburys, per half doz","en","Shrewsburys, per half doz"
"23821","Stewed tomato","es","Tomate guisado"
"23822","Shrewsburys, extra large, per doz","en","Shrewsburys, extra large, per doz"
"23823","Corn cob","es","Elote"
"23824","Shrewsburys, extra large, per half doz","en","Shrewsburys, extra large, per half doz"
"23825","Sardines","es","Sardinas"
"23826","Olives","es","Aceitunas"
"23827","Boneless chicken","es","Pollo deshuesado"
"23828","Hominy Large","en","Hominy Large"
"23829","Ham or Tongue","es","Jamon o Lengua"
"23830","Bananas, (two)","en","Bananas, (two)"
"23831","Boneless turkey","es","Pavo deshuesado"
"23832","Fried Eels with Tartar Sauce","en","Fried Eels with Tartar Sauce"
"23833","Boiled Cod & Sauce Butter","en","Boiled Cod & Sauce Butter"
"23834","Ham or Tongue Sandwiches","es","Sandwiches de Jamon o Lengua"
"23835","Soft-boiled eggs","es","Huevos pasados por agua"
"23836","Bread with butter","es","Pan con mantequilla"
"23837","Brown bread, from Boston","es","Pan moreno, de Boston"
"23838","Water Cracker, by Bent","es","Galleta de agua, de Bent"
"23839","English wafer","es","Oblea inglesa"
"23840","Beet Mash","en","Beet Mash"
"23841","Chicken hash with poached egg","en","Chicken hash with poached egg"
"23842","Cold or hot Tapioca Budin, (with sour cream)","gl","Budin de Tapioca frios o calientes, (con crema de leche)"
"23843","Sirloin Steak       English Breakfast Bacon","en","Sirloin Steak       English Breakfast Bacon"
"23844","Budweiser (Anheuser-Busch) Beer","en","Budweiser (Anheuser-Busch) Beer"
"23845","Pabst's Milwaukee Export Beer","en","Pabst's Milwaukee Export Beer"
"23846","Streaked pea soup","de","Durchgestriehene Erbsensuppe"
"23847","Bass' Pale Ale, (White Label and Dog's)","en","Bass' Pale Ale, (White Label and Dog's)"
"23848","Boiled brisket","de","Gekochter Rinderbrust"
"23849","Peaches","es","Duraznos"
"23850","Horseradish","de","Meerrettig"
"23851","Bromo","id","Bromo"
"23852","Johannis Lithia Water","nl","Johannis Lithia Water"
"23853","Cherries (white)","es","Cerezas (blancas)"
"23854","Roasted potatoes","de","Rost- Kartoffeln"
"23855","Preserves (with milk cream)","es","Conservas (con crema de leche)"
"23856","Steamed plums & pears","de","Gedunstete Pflaumen & Birnen"
"23857","Apollinaris water, Splits","en","Apollinaris water, Splits"
"23858","Victoriaschnitte","es","Victoriaschnitte"
"23859","Wheat Flakes","en","Wheat Flakes"
"23860","Canned figs (with cream)","es","Higos en conserva (con crema de leche)"
"23861","Saratoga Rolls","en","Saratoga Rolls"
"23862","Gulyas a la minute","en","Gulyas a la minute"
"23863","Apollinaris Lemonade, Splits","en","Apollinaris Lemonade, Splits"
"23864","Emerson's Bromo Seltzer","en","Emerson's Bromo Seltzer"
"23865","Smoked Rhine salmon & eel","de","Geraucherter Rheinlachs & Aals"
"23866","Imported Cigars","en","Imported Cigars"
"23867","Haringe in Pickel Sauce","en","Haringe in Pickel Sauce"
"23868","Crazy. Schinken","nl","Gek. Schinken"
"23869","Egyptian Deities No. 3","en","Egyptian Deities No. 3"
"23870","Imported Nestor Cigarettes","en","Imported Nestor Cigarettes"
"23871","Sanitas","es","Sanitas"
"23872","Kase Rahm","mr","Kase Rahm"
"23873","Cheese Swiss","de","Kase Schweizer"
"23874","Grape  Nuts","en","Grape  Nuts"
"23875","St. Germain soup","fr","Potage a la St. Germain"
"23876","Boiled brisket beef","en","Boiled brisket beef"
"23877","Horse-radish","en","Horse-radish"
"23878","Cole Rape","en","Cole Rape"
"23879","Stewed prunes & pears","en","Stewed prunes & pears"
"23880","Victoria Cake","en","Victoria Cake"
"23881","Delbeck & Company's ""Delmonico"" Half","en","Delbeck & Company's ""Delmonico"" Half"
"23882","prunes & pears","en","prunes & pears"
"23883","Calf's liver","en","Calf's liver"
"23884","Grommes & Ullrich's National Club, Individual Bottle","en","Grommes & Ullrich's National Club, Individual Bottle"
"23885","Herrings in pickel sauce","en","Herrings in pickel sauce"
"23886","Smoked Rhine salmon & eel","en","Smoked Rhine salmon & eel"
"23887","Grommes & Ullrich's Westmoreland Rye, Individual bottle","en","Grommes & Ullrich's Westmoreland Rye, Individual bottle"
"23888","House of Commons, Scotch, Individual Bottle","en","House of Commons, Scotch, Individual Bottle"
"23889","Sazerac Cocktails-Manhattan, Martini, Gin, Whiskey","en","Sazerac Cocktails-Manhattan, Martini, Gin, Whiskey"
"23890","Shredded  Wheat Biscuit","en","Shredded  Wheat Biscuit"
"23891","Dolgouky soup","de","Suppe nach Dolgouky"
"23892","Hot Waffles","en","Hot Waffles"
"23893","Middle rib sauce the imperial style","de","Mittelrippenstuck Sauce auf kaiserliche Art"
"23894","Lemon Ice","lb","Citronen Eis"
"23895","Boiled, Baked or Mashed Potatoes","en","Boiled, Baked or Mashed Potatoes"
"23896","Mousse of Virginia Ham, Champagne Sauce","en","Mousse of Virginia Ham, Champagne Sauce"
"23897","Lobster a la Heye","ku","Lobster a la Heye"
"23898","Chicken roasted half, whole","en","Chicken roasted half, whole"
"23899","Sweetbreads, Marengo","en","Sweetbreads, Marengo"
"23900","Lemon ice-cream","en","Lemon ice-cream"
"23901","Grouse Roasted","en","Grouse Roasted"
"23902","Chicken fricassee, with mushrooms","en","Chicken fricassee, with mushrooms"
"23903","Woodcock Broiled or Roasted","en","Woodcock Broiled or Roasted"
"23904","Venison Steak in Chafing Dish","en","Venison Steak in Chafing Dish"
"23905","Chicken fried, Maryland","en","Chicken fried, Maryland"
"23906","Patridge Roasted","en","Patridge Roasted"
"23907","Chicken croquettes, plain","fr","Chicken croquettes, plain"
"23908","Indian Pudding, Family Style","en","Indian Pudding, Family Style"
"23909","Frizzled Beef, a la Creme","en","Frizzled Beef, a la Creme"
"23910","Filet of Salmon Douville","en","Filet of Salmon Douville"
"23911","Chicken Supreme Nilsouer","en","Chicken Supreme Nilsouer"
"23912","Eggs--Poached","en","Eggs--Poached"
"23913","Eggs--Shirred","en","Eggs--Shirred"
"23914","Chicken with rice soup","en","Chicken with rice soup"
"23915","Potatoes, Hashed au gratin","en","Potatoes, Hashed au gratin"
"23916","Spring soup","fr","Printanier soup"
"23917","Sirloin Stanley","en","Sirloin Stanley"
"23918","Sirloin Bordelaise","fr","Sirloin Bordelaise"
"23919","Moctezuma, X X","en","Moctezuma, X X"
"23920","Sirloin, Bearnaise with mushrooms","en","Sirloin, Bearnaise with mushrooms"
"23921","Moctezuma, Superior","es","Moctezuma, Superior"
"23922","Sirloin, Bearnaise with truffles","en","Sirloin, Bearnaise with truffles"
"23923","tezuma, The Sun","es","tezuma, El Sol"
"23924","Tennent's X X X Stout","en","Tennent's X X X Stout"
"23925","Tennent's pale ale","en","Tennent's pale ale"
"23926","Toluca Pilsner extra","da","Toluca Pilsner extra"
"23927","Central ""Salvator""","ro","Central ""Salvator"""
"23928","Lamb chops, Madam","it","Lamb chops, Signora"
"23929","Central ""Pilsner""","da","Central ""Pilsner"""
"23930","Lamb chops, Maison d'Or","en","Lamb chops, Maison d'Or"
"23931","Mutton stewed","en","Mutton stewed"
"23932","Mutton a la Stanton","en","Mutton a la Stanton"
"23933","Sweetbreads Gardener","ro","Sweetbreads Jardiniere"
"23934","Omlette souffle, with vanilla","fr","Omlette soufflee, a la vanille"
"23935","Sweetbreads a la Bearnaise","en","Sweetbreads a la Bearnaise"
"23936","Spanish chocolate with bread","es","Chocolate a la Española con pan"
"23937","Omlette souffle, with kirsch","fr","Omlette soufflee, au kirsch"
"23938","Sweet Bread Skewer Sc Gourmets","fr","Sweet Bread Brochette Sc Gourmets"
"23939","Omlette souffle, with maraschino","fr","Omlette soufflee, au marasquin"
"23940","Omlette souffle, with rum","fr","Omlette soufflee, au rhum"
"23941","Spring Chicken, saute","en","Spring Chicken, saute"
"23942","Omlette souffle, chocolate","fr","Omlette soufflee, chocolat"
"23943","Spring Chicken, casserole","en","Spring Chicken, casserole"
"23944","Spring Chicken fricassee Stanley","en","Spring Chicken fricassee Stanley"
"23945","Double chocolate in milk with bread","es","Chocolate doble en leche con pan"
"23946","Spring Chicken with mushrooms","en","Spring Chicken with mushrooms"
"23947","Double chocolate in milk with muffin","es","Chocolate doble en leche con mollete"
"23948","Coffee cup girl","es","Cafe taza chica"
"23949","Hunt you girl","es","Te caza chica"
"23950","Single coffee large cup","es","Cafe solo taza grande"
"23951","You only big mug","es","Te solo taza grande"
"23952","Single coffee large cup with bread","es","Cafe solo taza grande con pan"
"23953","You just have a big cup with bread","es","Te solo taza grande con pan"
"23954","Premier Brand. Special Dry","en","Premier Brand. Special Dry"
"23955","Single coffee large cup with muffin","es","Cafe solo taza grande con mollete"
"23956","I only tea large cup with muffin","es","Te solo taza grande con mollete"
"23957","Jerez--Extra select","en","Jerez--Extra select"
"23958","P","en","P"
"23959","Chocolate pudding, cream sauce","en","Chocolate pudding, cream sauce"
"23960","Lock Fin Herring","en","Lock Fin Herring"
"23961","Rudesheimerp","en","Rudesheimerp"
"23962","EGGS, OMELETTS","en","EGGS, OMELETTS"
"23963","MAIN BREAKFAST FOOD","en","MAIN BREAKFAST FOOD"
"23964","Sandwiches, Beef","en","Sandwiches, Beef"
"23965","Zinfandel, (St. Julien)","en","Zinfandel, (St. Julien)"
"23966","Reisling, (Rudesheimer)","en","Reisling, (Rudesheimer)"
"23967","Tuzette Salad","en","Tuzette Salad"
"23968","Consumme Julienne","fr","Consumme Julienne"
"23969","King William IV, V. O. P. Scotch Whiskey","en","King William IV, V. O. P. Scotch Whiskey"
"23970","J. Walker's O. B. Old Scotch Whiskey","en","J. Walker's O. B. Old Scotch Whiskey"
"23971","Whisky «Lorne»","en","Whisky «Lorne»"
"23972","W lson Rye Whiskey","en","W lson Rye Whiskey"
"23973","Tomato salad","nl","Tomatensalat"
"23974","Granatsalat","pl","Granatsalat"
"23975","Beetroot salad","de","Rote Beetensalat"
"23976","Louis Roederer","fr","Louis Rœderer"
"23977","Moét & Chandon «Dry Imperial»","en","Moét & Chandon «Dry Imperial»"
"23978","G.H. Mumm. - Aged ........... half a bottle","es","G.H. Mumm. - Añeja ........... media botella"
"23979","Veuve Cliquot. - Yellow label ........ half bottle","es","Veuve Cliquot. - Etiqueta amarilla ........ media botella"
"23980","Home-made rice pudding","en","Home-made rice pudding"
"23981","One orange","en","One orange"
"23982","California Cheese & Crackers","en","California Cheese & Crackers"
"23983","Turkey with Current Jelly","en","Turkey with Current Jelly"
"23984","Leg of Milk Veal","en","Leg of Milk Veal"
"23985","Hot Roast Beef Sandwiches","en","Hot Roast Beef Sandwiches"
"23986","Tenderloin Croquetts & Peas","en","Tenderloin Croquetts & Peas"
"23987","Calf Liver & Bacon","en","Calf Liver & Bacon"
"23988","Fresh Peach Ice Cream","en","Fresh Peach Ice Cream"
"23989","Musk Melon","en","Musk Melon"
"23990","WELSH RAREBIT ON TOAST","en","WELSH RAREBIT ON TOAST"
"23991","Vienna Rolls (two) with Butter","en","Vienna Rolls (two) with Butter"
"23992","English Plum Pudding with Sauce","en","English Plum Pudding with Sauce"
"23993","Canadian Cheese with Bent's Crackers","en","Canadian Cheese with Bent's Crackers"
"23994","G. H. Mumm's Extra Dry Pints","en","G. H. Mumm's Extra Dry Pints"
"23995","Veuve Clicquot, Yellow Label pints","en","Veuve Clicquot, Yellow Label pints"
"23996","Delbeck & Company's ""Delmonico"" Half Pints","en","Delbeck & Company's ""Delmonico"" Half Pints"
"23997","Top Sauternes Pints","fr","Haut Sauternes Pints"
"23998","Pabst's Milwaukee Export Beer Pint","en","Pabst's Milwaukee Export Beer Pint"
"23999","Budweiser (Anheuser-Busch) Beer Pint","en","Budweiser (Anheuser-Busch) Beer Pint"
"24000","Bass' Pale Ale, (White Label and Dog's Head) Pint","en","Bass' Pale Ale, (White Label and Dog's Head) Pint"
"24001","Johannis Lithia Water Pint","en","Johannis Lithia Water Pint"
"24002","Guinness' Dublin Stout Pint","en","Guinness' Dublin Stout Pint"
"24003","Belfast Ginger Ale Pint","en","Belfast Ginger Ale Pint"
"24004","Lemonade, Plain, Glass","en","Lemonade, Plain, Glass"
"24005","St. Julien pint","en","St. Julien pint"
"24006","Pontet Canet pint","ca","Pontet Canet pint"
"24007","Apollinaris Lemonade, Splits, Half pint","en","Apollinaris Lemonade, Splits, Half pint"
"24008","Grommes & Ulrich's National Club, Individual bottle","en","Grommes & Ulrich's National Club, Individual bottle"
"24009","Grommes & Ulrich's Westmoreland Rye, Individual bottle","en","Grommes & Ulrich's Westmoreland Rye, Individual bottle"
"24010","Sazerac Cocktails - Manhattan, Martini, Gin, Whiskey","en","Sazerac Cocktails - Manhattan, Martini, Gin, Whiskey"
"24011","braised beef to the gardener","ro","braised beef a la jardiniere"
"24012","boiled eggs, two","en","boiled eggs, two"
"24013","Canadian cheese with Bent's crackers or bread","en","Canadian cheese with Bent's crackers or bread"
"24014","G. H. Mumm's Extra Dry Champagne, pints","en","G. H. Mumm's Extra Dry Champagne, pints"
"24015","Veuve Clicquot, Yellow Label Champagne, pints","en","Veuve Clicquot, Yellow Label Champagne, pints"
"24016","Delbeck & Company's ""Delmonico"" Champagne, half pints","en","Delbeck & Company's ""Delmonico"" Champagne, half pints"
"24017","Haut Sauternes (white wine), pints","fr","Haut Sauternes (white wine), pints"
"24018","St. Julien (claret), pints","en","St. Julien (claret), pints"
"24019","Pontet Canet (claret), pints","ca","Pontet Canet (claret), pints"
"24020","Grommes & Ullrich's Westmoreland Rye, indiv'l bottle","en","Grommes & Ullrich's Westmoreland Rye, indiv'l bottle"
"24021","Budweiser (Anheuser-Busch) Beer, pint","en","Budweiser (Anheuser-Busch) Beer, pint"
"24022","Pabst's Milwaukee Export Beer, pint","en","Pabst's Milwaukee Export Beer, pint"
"24023","Bass' Pale Ale (White Label and Dog's Head), pint","en","Bass' Pale Ale (White Label and Dog's Head), pint"
"24024","Hathorn Water, pint","en","Hathorn Water, pint"
"24025","Guinness' Dublin Stout, pint","en","Guinness' Dublin Stout, pint"
"24026","Belfast Ginger Ale, pint","en","Belfast Ginger Ale, pint"
"24027","Johannis Lithia Water, pint","en","Johannis Lithia Water, pint"
"24028","Apollinaris Water, pint","en","Apollinaris Water, pint"
"24029","Apollinaris Water, Splits, 1-2 pint","en","Apollinaris Water, Splits, 1-2 pint"
"24030","Apollinaris Lemonade, Splits, 1-2 pint","en","Apollinaris Lemonade, Splits, 1-2 pint"
"24031","domestic cigars, 2","en","domestic cigars, 2"
"24032","Alloyed rice soup broth","de","Legierte Reis-Suppe Fleischbruhe"
"24033","Green Island oysters","en","Green Island oysters"
"24034","Southdown Mutton, caper sauce","en","Southdown Mutton, caper sauce"
"24035","Bouloun oysters","el","Bouloun oysters"
"24036","Bordon oysters","en","Bordon oysters"
"24037","Lobster Croquette, tomato sauce","en","Lobster Croquette, tomato sauce"
"24038","Roast Turkey, oyster dressing, cranberry sauce","en","Roast Turkey, oyster dressing, cranberry sauce"
"24039","Mallard Duck, wild rice","en","Mallard Duck, wild rice"
"24040","Honeycomb tripe a l'Espagnole","fr","Honeycomb tripe a l'Espagnole"
"24041","Creme a la portogaise","it","Creme a la portogaise"
"24042","Parisian potatoes","de","Pariser-Kartoffeln"
"24043","Labskaus & Frankfurter Sausage","de","Labskaus & Frankfurter Wurst"
"24044","Thickened rice soup","en","Thickened rice soup"
"24045","Fricandeau of veal au jus","fr","Fricandeau of veal au jus"
"24046","Fried or broiled bluefish cheeks","en","Fried or broiled bluefish cheeks"
"24047","Cucumber-, Tomato- & Potato salad","en","Cucumber-, Tomato- & Potato salad"
"24048","Sucking Pig, apple sauce","en","Sucking Pig, apple sauce"
